,total_voters,null_votes,valid_votes,url,region,voters,unmarked_votes,no_votes_p,yes_votes_p,yes_votes,no_votes,vulner_idx,yes_no_ratio,elec_part,h_affect
TINJACA,2538,20,1137,http://plebiscito.registraduria.gov.co/99PL/DPL07310ZZZZZZZZZZZZ_L1.htm,BOYACA,1162,5,0.4441,0.5558,632,505,0,1.25151992794,0.457840819543,0
TIPACOQUE,3353,29,1077,http://plebiscito.registraduria.gov.co/99PL/DPL07311ZZZZZZZZZZZZ_L1.htm,BOYACA,1136,30,0.4828,0.5171,557,520,0,1.07104391052,0.338801073665,0
TIQUISIO (PTO RICO),12563,22,3052,http://plebiscito.registraduria.gov.co/99PL/DPL05113ZZZZZZZZZZZZ_L1.htm,BOLIVAR,3108,34,0.4475,0.5524,1686,1366,0,1.23441340782,0.247393138582,1
TITIRIBI,8726,39,2104,http://plebiscito.registraduria.gov.co/99PL/DPL01274ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,2180,37,0.6473,0.3526,742,1362,0,0.544724239147,0.249828099931,0
TOCA,6996,40,2275,http://plebiscito.registraduria.gov.co/99PL/DPL07313ZZZZZZZZZZZZ_L1.htm,BOYACA,2344,29,0.5134,0.4865,1107,1168,0,0.947604207246,0.3350485992,0
TOCAIMA,12896,60,4600,http://plebiscito.registraduria.gov.co/99PL/DPL15289ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,4680,20,0.4889,0.511,2351,2249,0,1.0452035181,0.362903225806,0
TOCANCIPA,24441,320,11836,http://plebiscito.registraduria.gov.co/99PL/DPL15292ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,12199,43,0.58,0.4199,4971,6865,0,0.723965517241,0.499120330592,0
TOGUI,4284,22,926,http://plebiscito.registraduria.gov.co/99PL/DPL07316ZZZZZZZZZZZZ_L1.htm,BOYACA,967,19,0.4427,0.5572,516,410,0,1.25864016264,0.225723622782,0
TOLEDO,12026,135,4114,http://plebiscito.registraduria.gov.co/99PL/DPL25094ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,4310,61,0.6813,0.3186,1311,2803,1,0.467635402906,0.358390154665,0
TOLU,22816,89,7727,http://plebiscito.registraduria.gov.co/99PL/DPL28300ZZZZZZZZZZZZ_L1.htm,SUCRE,7870,54,0.2976,0.7023,5427,2300,0,2.35987903226,0.344933380084,0
TOLUVIEJO,17811,63,7287,http://plebiscito.registraduria.gov.co/99PL/DPL28320ZZZZZZZZZZZZ_L1.htm,SUCRE,7424,74,0.2826,0.7173,5227,2060,0,2.53821656051,0.416821065634,0
TONA,4950,66,1957,http://plebiscito.registraduria.gov.co/99PL/DPL27211ZZZZZZZZZZZZ_L1.htm,SANTANDER,2039,16,0.5871,0.4128,808,1149,0,0.703117015841,0.411919191919,0
TOPAGA,2924,19,1341,http://plebiscito.registraduria.gov.co/99PL/DPL07319ZZZZZZZZZZZZ_L1.htm,BOYACA,1370,10,0.5883,0.4116,552,789,0,0.699643039266,0.46853625171,0
TOPAIPI,4060,38,1481,http://plebiscito.registraduria.gov.co/99PL/DPL15295ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,1546,27,0.4429,0.557,825,656,0,1.2576202303,0.38078817734,0
TORIBIO,16666,165,7706,http://plebiscito.registraduria.gov.co/99PL/DPL11094ZZZZZZZZZZZZ_L1.htm,CAUCA,8220,349,0.1519,0.848,6535,1171,1,5.58262014483,0.493219728789,0
TORO,12667,77,3805,http://plebiscito.registraduria.gov.co/99PL/DPL31100ZZZZZZZZZZZZ_L1.htm,VALLE,3926,44,0.6365,0.3634,1383,2422,0,0.570934799686,0.309939212126,0
TOTA,4105,25,908,http://plebiscito.registraduria.gov.co/99PL/DPL07322ZZZZZZZZZZZZ_L1.htm,BOYACA,943,10,0.6497,0.3502,318,590,0,0.539018008312,0.229719853837,0
TOTORO,10804,57,3499,http://plebiscito.registraduria.gov.co/99PL/DPL11097ZZZZZZZZZZZZ_L1.htm,CAUCA,3603,47,0.2526,0.7473,2615,884,1,2.95843230404,0.333487597186,0
TRINIDAD,9211,87,3701,http://plebiscito.registraduria.gov.co/99PL/DPL46865ZZZZZZZZZZZZ_L1.htm,CASANARE,3830,42,0.8014,0.1985,735,2966,0,0.247691539805,0.415807187059,0
TRINIDAD Y TOBAGO,117,0,24,http://plebiscito.registraduria.gov.co/99PL/DPL88785ZZZZZZZZZZZZ_L1.htm,CONSULADOS,24,0,0.4583,0.5416,13,11,0,1.18175867336,0.205128205128,0
TRUJILLO,15793,85,5256,http://plebiscito.registraduria.gov.co/99PL/DPL31103ZZZZZZZZZZZZ_L1.htm,VALLE,5401,60,0.627,0.3729,1960,3296,0,0.594736842105,0.341986956246,0
TUBARA,9481,16,2786,http://plebiscito.registraduria.gov.co/99PL/DPL03058ZZZZZZZZZZZZ_L1.htm,ATLANTICO,2819,17,0.3223,0.6776,1888,898,0,2.1023890785,0.297331505115,1
TUCHIN,21288,197,7740,http://plebiscito.registraduria.gov.co/99PL/DPL13060ZZZZZZZZZZZZ_L1.htm,CORDOBA,8218,281,0.3187,0.6812,5273,2467,0,2.13743332287,0.386039083051,0
TULUA,157134,1001,60615,http://plebiscito.registraduria.gov.co/99PL/DPL31106ZZZZZZZZZZZZ_L1.htm,VALLE,62052,436,0.5423,0.4576,27738,32877,1,0.843813387424,0.394898621559,0
TUMACO,121788,709,33054,http://plebiscito.registraduria.gov.co/99PL/DPL23139ZZZZZZZZZZZZ_L1.htm,NARIÑO,34266,503,0.288,0.7119,23534,9520,3,2.471875,0.281357769238,0
TUNJA,116576,1003,57892,http://plebiscito.registraduria.gov.co/99PL/DPL07001ZZZZZZZZZZZZ_L1.htm,BOYACA,59038,143,0.4337,0.5662,32780,25112,0,1.3055107217,0.506433571233,0
TUNUNGUA,1314,9,642,http://plebiscito.registraduria.gov.co/99PL/DPL07324ZZZZZZZZZZZZ_L1.htm,BOYACA,655,4,0.2819,0.718,461,181,0,2.54700248315,0.498477929985,0
TUQUERRES,34090,268,9905,http://plebiscito.registraduria.gov.co/99PL/DPL23142ZZZZZZZZZZZZ_L1.htm,NARIÑO,10320,147,0.3554,0.6445,6384,3521,1,1.81344963421,0.302728072749,0
TURBACO,58808,41,9884,http://plebiscito.registraduria.gov.co/99PL/DPL05118ZZZZZZZZZZZZ_L1.htm,BOLIVAR,9954,29,0.4003,0.5996,5927,3957,0,1.49787659256,0.169262685349,1
TURBANA,13769,17,2509,http://plebiscito.registraduria.gov.co/99PL/DPL05121ZZZZZZZZZZZZ_L1.htm,BOLIVAR,2543,17,0.3112,0.6887,1728,781,0,2.21304627249,0.184690246205,1
TURBO,84866,371,20265,http://plebiscito.registraduria.gov.co/99PL/DPL01280ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,20913,277,0.4385,0.5614,11378,8887,0,1.28027366021,0.24642377395,0
TURMEQUE,5703,41,1729,http://plebiscito.registraduria.gov.co/99PL/DPL07325ZZZZZZZZZZZZ_L1.htm,BOYACA,1786,16,0.3285,0.6714,1161,568,0,2.04383561644,0.313168507803,0
TURQUIA,70,0,26,http://plebiscito.registraduria.gov.co/99PL/DPL88770ZZZZZZZZZZZZ_L1.htm,CONSULADOS,26,0,0.2307,0.7692,20,6,0,3.33420026008,0.371428571429,0
TUTA,7216,57,3033,http://plebiscito.registraduria.gov.co/99PL/DPL07328ZZZZZZZZZZZZ_L1.htm,BOYACA,3113,23,0.4935,0.5064,1536,1497,0,1.02613981763,0.431402439024,0
TUTAZA,1841,29,904,http://plebiscito.registraduria.gov.co/99PL/DPL07331ZZZZZZZZZZZZ_L1.htm,BOYACA,949,16,0.4557,0.5442,492,412,0,1.19420671494,0.515480717002,0
UBALA,8478,69,2623,http://plebiscito.registraduria.gov.co/99PL/DPL15298ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2727,35,0.5874,0.4125,1082,1541,0,0.702247191011,0.321656050955,0
UBAQUE,5660,45,2112,http://plebiscito.registraduria.gov.co/99PL/DPL15301ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2182,25,0.5667,0.4332,915,1197,0,0.764425622022,0.385512367491,0
UBATE,30807,274,12907,http://plebiscito.registraduria.gov.co/99PL/DPL15304ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,13247,66,0.6186,0.3813,4922,7985,0,0.61639185257,0.429999675398,0
ULLOA,4636,28,1621,http://plebiscito.registraduria.gov.co/99PL/DPL31109ZZZZZZZZZZZZ_L1.htm,VALLE,1674,25,0.4392,0.5607,909,712,0,1.27663934426,0.36108714409,0
UMBITA,5815,47,2204,http://plebiscito.registraduria.gov.co/99PL/DPL07334ZZZZZZZZZZZZ_L1.htm,BOYACA,2281,30,0.5553,0.4446,980,1224,0,0.800648298217,0.392261392949,0
UNE,6307,37,2902,http://plebiscito.registraduria.gov.co/99PL/DPL15307ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2954,15,0.5534,0.4465,1296,1606,0,0.806830502349,0.468368479467,0
UNGUIA,8348,16,2162,http://plebiscito.registraduria.gov.co/99PL/DPL17048ZZZZZZZZZZZZ_L1.htm,CHOCO,2204,26,0.3404,0.6595,1426,736,2,1.93742655699,0.264015333014,0
UNION PANAMERICANA (LAS ANIMAS,5046,41,1785,http://plebiscito.registraduria.gov.co/99PL/DPL17060ZZZZZZZZZZZZ_L1.htm,CHOCO,1852,26,0.2134,0.7865,1404,381,0,3.68556701031,0.367023384859,0
URAMITA,6351,37,1764,http://plebiscito.registraduria.gov.co/99PL/DPL01282ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,1825,24,0.4608,0.5391,951,813,0,1.169921875,0.287356321839,0
URIBE,4724,14,2176,http://plebiscito.registraduria.gov.co/99PL/DPL52074ZZZZZZZZZZZZ_L1.htm,META,2214,24,0.0643,0.9356,2036,140,2,14.5505443235,0.46867061812,0
URIBIA,101417,44,3371,http://plebiscito.registraduria.gov.co/99PL/DPL48016ZZZZZZZZZZZZ_L1.htm,LA GUAJIRA,3434,19,0.4918,0.5081,1713,1658,3,1.03314355429,0.0338602009525,1
URRAO,22361,138,5603,http://plebiscito.registraduria.gov.co/99PL/DPL01283ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,5864,123,0.5281,0.4718,2644,2959,0,0.893391403143,0.262242296856,0
URUGUAY,391,1,99,http://plebiscito.registraduria.gov.co/99PL/DPL88805ZZZZZZZZZZZZ_L1.htm,CONSULADOS,100,0,0.2323,0.7676,76,23,0,3.30434782609,0.255754475703,0
URUMITA,7997,32,3183,http://plebiscito.registraduria.gov.co/99PL/DPL48018ZZZZZZZZZZZZ_L1.htm,LA GUAJIRA,3225,10,0.3584,0.6415,2042,1141,0,1.78989955357,0.403276228586,1
USIACURI,7497,15,2166,http://plebiscito.registraduria.gov.co/99PL/DPL03061ZZZZZZZZZZZZ_L1.htm,ATLANTICO,2195,14,0.2257,0.7742,1677,489,0,3.43021710235,0.292783780179,1
UTICA,4700,18,1800,http://plebiscito.registraduria.gov.co/99PL/DPL15316ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,1837,19,0.6577,0.3422,616,1184,0,0.52029800821,0.39085106383,0
VALDIVIA,12054,57,2141,http://plebiscito.registraduria.gov.co/99PL/DPL01286ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,2261,63,0.4992,0.5007,1072,1069,3,1.00300480769,0.187572590012,0
VALENCIA,25119,91,6670,http://plebiscito.registraduria.gov.co/99PL/DPL13061ZZZZZZZZZZZZ_L1.htm,CORDOBA,6851,90,0.3131,0.6868,4581,2089,0,2.1935483871,0.272741749273,0
VALLE DE SAN JOSE,4637,45,1839,http://plebiscito.registraduria.gov.co/99PL/DPL27217ZZZZZZZZZZZZ_L1.htm,SANTANDER,1902,18,0.4915,0.5084,935,904,0,1.03438453713,0.41017899504,0
VALLE DE SAN JUAN,4942,26,1462,http://plebiscito.registraduria.gov.co/99PL/DPL29118ZZZZZZZZZZZZ_L1.htm,TOLIMA,1500,12,0.5396,0.4603,673,789,1,0.853039288362,0.303520841764,0
VALLE DEL GUAMUEZ (LA HORMIGA),23170,105,7734,http://plebiscito.registraduria.gov.co/99PL/DPL64028ZZZZZZZZZZZZ_L1.htm,PUTUMAYO,7917,78,0.1395,0.8604,6655,1079,3,6.16774193548,0.3416918429,0
VALLEDUPAR,279165,898,86631,http://plebiscito.registraduria.gov.co/99PL/DPL12001ZZZZZZZZZZZZ_L1.htm,CESAR,87908,379,0.483,0.5169,44788,41843,0,1.0701863354,0.314896208336,0
VALPARAISO,6188,60,1529,http://plebiscito.registraduria.gov.co/99PL/DPL44040ZZZZZZZZZZZZ_L1.htm,CAQUETA,1611,22,0.5264,0.4735,724,805,0,0.899506079027,0.260342598578,0
VEGACHI,10165,22,1771,http://plebiscito.registraduria.gov.co/99PL/DPL01290ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,1837,44,0.7159,0.284,503,1268,0,0.396703450203,0.180718150516,0
VELEZ,16435,160,5996,http://plebiscito.registraduria.gov.co/99PL/DPL27220ZZZZZZZZZZZZ_L1.htm,SANTANDER,6193,37,0.4573,0.5426,3254,2742,0,1.18652963044,0.376817766961,0
VENADILLO,11721,52,4407,http://plebiscito.registraduria.gov.co/99PL/DPL29121ZZZZZZZZZZZZ_L1.htm,TOLIMA,4488,29,0.5622,0.4377,1929,2478,0,0.778548559232,0.382902482723,0
VENECIA,3562,15,1190,http://plebiscito.registraduria.gov.co/99PL/DPL15318ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,1213,8,0.431,0.5689,677,513,0,1.31995359629,0.340539023021,0
VENEZUELA,188352,76,15442,http://plebiscito.registraduria.gov.co/99PL/DPL88815ZZZZZZZZZZZZ_L1.htm,CONSULADOS,15563,45,0.3586,0.6413,9903,5539,0,1.78834355828,0.0826272086306,0
VENTAQUEMADA,10912,81,3255,http://plebiscito.registraduria.gov.co/99PL/DPL07337ZZZZZZZZZZZZ_L1.htm,BOYACA,3354,18,0.5188,0.4811,1566,1689,0,0.92733230532,0.307368035191,0
VERGARA,7346,41,2231,http://plebiscito.registraduria.gov.co/99PL/DPL15319ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2317,45,0.4858,0.5141,1147,1084,0,1.05825442569,0.315409746801,0
VERSALLES,7989,38,2613,http://plebiscito.registraduria.gov.co/99PL/DPL31112ZZZZZZZZZZZZ_L1.htm,VALLE,2686,35,0.6314,0.3685,963,1650,0,0.58362369338,0.336212291901,0
VETAS,1466,10,568,http://plebiscito.registraduria.gov.co/99PL/DPL27219ZZZZZZZZZZZZ_L1.htm,SANTANDER,580,2,0.838,0.1619,92,476,0,0.193198090692,0.395634379263,0
VIANI,3867,28,1399,http://plebiscito.registraduria.gov.co/99PL/DPL15322ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,1441,14,0.481,0.5189,726,673,0,1.07879417879,0.37264028963,0
VICTORIA,8262,51,2984,http://plebiscito.registraduria.gov.co/99PL/DPL09127ZZZZZZZZZZZZ_L1.htm,CALDAS,3079,44,0.5814,0.4185,1249,1735,0,0.719814241486,0.372670055677,0
VIGIA DEL FUERTE,5245,13,2165,http://plebiscito.registraduria.gov.co/99PL/DPL01291ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,2187,9,0.0397,0.9602,2079,86,0,24.1863979849,0.416968541468,0
VIJES,10404,35,3366,http://plebiscito.registraduria.gov.co/99PL/DPL31115ZZZZZZZZZZZZ_L1.htm,VALLE,3437,36,0.4616,0.5383,1812,1554,0,1.16616117851,0.330353710111,0
VILLA CARO,3727,23,1217,http://plebiscito.registraduria.gov.co/99PL/DPL25097ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,1261,21,0.7559,0.244,297,920,0,0.322794020373,0.33834182989,0
VILLA DE LEIVA,10171,66,4786,http://plebiscito.registraduria.gov.co/99PL/DPL07139ZZZZZZZZZZZZ_L1.htm,BOYACA,4877,25,0.482,0.5179,2479,2307,0,1.0744813278,0.479500540753,0
VILLA DEL ROSARIO,79404,275,26486,http://plebiscito.registraduria.gov.co/99PL/DPL25100ZZZZZZZZZZZZ_L1.htm,NORTE DE SAN,26839,78,0.7598,0.2401,6360,20126,0,0.316004211635,0.338005642033,0
VILLA RICA,13241,206,5609,http://plebiscito.registraduria.gov.co/99PL/DPL11098ZZZZZZZZZZZZ_L1.htm,CAUCA,5856,41,0.3023,0.6976,3913,1696,0,2.30764141581,0.442262668983,0
VILLAGARZON,15777,114,5626,http://plebiscito.registraduria.gov.co/99PL/DPL64030ZZZZZZZZZZZZ_L1.htm,PUTUMAYO,5794,54,0.49,0.5099,2869,2757,0,1.0406122449,0.367243455663,0
VILLAGOMEZ,1915,17,573,http://plebiscito.registraduria.gov.co/99PL/DPL15323ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,607,17,0.6544,0.3455,198,375,0,0.527964547677,0.316971279373,0
VILLAHERMOSA,7181,39,2337,http://plebiscito.registraduria.gov.co/99PL/DPL29124ZZZZZZZZZZZZ_L1.htm,TOLIMA,2419,43,0.7411,0.2588,605,1732,0,0.349210632843,0.336861161398,0
VILLAMARIA,37945,330,17276,http://plebiscito.registraduria.gov.co/99PL/DPL09130ZZZZZZZZZZZZ_L1.htm,CALDAS,17736,130,0.5676,0.4323,7470,9806,0,0.761627906977,0.467413361444,0
VILLANUEVA,6336,34,2339,http://plebiscito.registraduria.gov.co/99PL/DPL27221ZZZZZZZZZZZZ_L1.htm,SANTANDER,2389,16,0.61,0.3899,912,1427,1,0.639180327869,0.377051767677,0
VILLAPINZON,12800,89,5700,http://plebiscito.registraduria.gov.co/99PL/DPL15325ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,5830,41,0.7085,0.2914,1661,4039,0,0.411291460833,0.45546875,0
VILLARRICA,5204,42,1741,http://plebiscito.registraduria.gov.co/99PL/DPL29127ZZZZZZZZZZZZ_L1.htm,TOLIMA,1793,10,0.6145,0.3854,671,1070,0,0.627176566314,0.344542659493,0
VILLAVICENCIO,343296,1757,157463,http://plebiscito.registraduria.gov.co/99PL/DPL52001ZZZZZZZZZZZZ_L1.htm,META,159620,400,0.6403,0.3596,56633,100830,0,0.561611744495,0.464963180462,0
VILLAVIEJA,6524,44,2566,http://plebiscito.registraduria.gov.co/99PL/DPL19091ZZZZZZZZZZZZ_L1.htm,HUILA,2632,22,0.4232,0.5767,1480,1086,0,1.36271266541,0.403433476395,0
VILLETA,21862,93,9007,http://plebiscito.registraduria.gov.co/99PL/DPL15328ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,9149,49,0.6486,0.3513,3165,5842,0,0.541628122109,0.418488701857,0
VIOTA,10358,66,3905,http://plebiscito.registraduria.gov.co/99PL/DPL15331ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,3993,22,0.5137,0.4862,1899,2006,0,0.946466809422,0.385499131106,0
VIRACACHA,2553,16,795,http://plebiscito.registraduria.gov.co/99PL/DPL07340ZZZZZZZZZZZZ_L1.htm,BOYACA,822,11,0.5685,0.4314,343,452,0,0.758839050132,0.321974148061,0
VISTA HERMOSA,12070,126,4903,http://plebiscito.registraduria.gov.co/99PL/DPL52080ZZZZZZZZZZZZ_L1.htm,META,5103,74,0.4711,0.5288,2593,2310,0,1.12247930376,0.422783761392,0
VITERBO,12839,56,5110,http://plebiscito.registraduria.gov.co/99PL/DPL09133ZZZZZZZZZZZZ_L1.htm,CALDAS,5204,38,0.7313,0.2686,1373,3737,0,0.367291125393,0.405327517719,0
YACOPI,11457,51,3111,http://plebiscito.registraduria.gov.co/99PL/DPL15334ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,3227,65,0.5695,0.4304,1339,1772,0,0.755750658472,0.281661866108,0
YACUANQUER,8133,88,3203,http://plebiscito.registraduria.gov.co/99PL/DPL23145ZZZZZZZZZZZZ_L1.htm,NARIÑO,3352,61,0.3228,0.6771,2169,1034,0,2.09758364312,0.412148038854,0
YAGUARA,6750,39,2939,http://plebiscito.registraduria.gov.co/99PL/DPL19094ZZZZZZZZZZZZ_L1.htm,HUILA,2983,5,0.6131,0.3868,1137,1802,0,0.630892187245,0.441925925926,0
YALI,6006,6,1129,http://plebiscito.registraduria.gov.co/99PL/DPL01293ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,1160,25,0.6129,0.387,437,692,0,0.631424375918,0.19314019314,0
YARUMAL,33092,187,9032,http://plebiscito.registraduria.gov.co/99PL/DPL01295ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,9483,264,0.6743,0.3256,2941,6091,1,0.482871125612,0.286564728635,0
YAVARATE,1035,0,315,http://plebiscito.registraduria.gov.co/99PL/DPL68022ZZZZZZZZZZZZ_L1.htm,VAUPES,316,1,0.1174,0.8825,278,37,0,7.51703577513,0.305314009662,0
YOLOMBO,15878,57,3399,http://plebiscito.registraduria.gov.co/99PL/DPL01298ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,3512,56,0.6045,0.3954,1344,2055,0,0.654094292804,0.221186547424,0
YONDO-CASABE,12182,128,5186,http://plebiscito.registraduria.gov.co/99PL/DPL01300ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,5376,62,0.5418,0.4581,2376,2810,2,0.845514950166,0.441306846166,0
YOPAL,102568,858,51064,http://plebiscito.registraduria.gov.co/99PL/DPL46001ZZZZZZZZZZZZ_L1.htm,CASANARE,52151,229,0.7148,0.2851,14561,36503,1,0.398852825965,0.508452928789,0
YOTOCO,14310,61,4966,http://plebiscito.registraduria.gov.co/99PL/DPL31118ZZZZZZZZZZZZ_L1.htm,VALLE,5060,33,0.5251,0.4748,2358,2608,0,0.904208722148,0.353598881901,0
YUMBO,96839,470,34347,http://plebiscito.registraduria.gov.co/99PL/DPL31121ZZZZZZZZZZZZ_L1.htm,VALLE,34988,171,0.4731,0.5268,18095,16252,0,1.11350665821,0.361300715621,0
ZAMBRANO,8695,46,3647,http://plebiscito.registraduria.gov.co/99PL/DPL05127ZZZZZZZZZZZZ_L1.htm,BOLIVAR,3727,34,0.139,0.8609,3140,507,0,6.19352517986,0.428637147786,1
ZAPATOCA,7366,51,2547,http://plebiscito.registraduria.gov.co/99PL/DPL27223ZZZZZZZZZZZZ_L1.htm,SANTANDER,2620,22,0.6136,0.3863,984,1563,0,0.629563233377,0.355688297583,0
ZAPAYAN,7739,21,2608,http://plebiscito.registraduria.gov.co/99PL/DPL21090ZZZZZZZZZZZZ_L1.htm,MAGDALENA,2648,19,0.1875,0.8125,2119,489,0,4.33333333333,0.342163070164,1
ZARAGOZA,18939,88,3398,http://plebiscito.registraduria.gov.co/99PL/DPL01301ZZZZZZZZZZZZ_L1.htm,ANTIOQUIA,3545,59,0.5079,0.492,1672,1726,3,0.968694624926,0.187179893342,0
ZARZAL,36664,263,13212,http://plebiscito.registraduria.gov.co/99PL/DPL31124ZZZZZZZZZZZZ_L1.htm,VALLE,13542,67,0.498,0.5019,6632,6580,0,1.0078313253,0.369354134846,0
ZETAQUIRA,3874,15,1383,http://plebiscito.registraduria.gov.co/99PL/DPL07346ZZZZZZZZZZZZ_L1.htm,BOYACA,1410,12,0.342,0.6579,910,473,0,1.92368421053,0.363964894166,0
ZIPACON,4091,17,2033,http://plebiscito.registraduria.gov.co/99PL/DPL15337ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,2066,16,0.5268,0.4731,962,1071,0,0.898063781321,0.505010999756,0
ZIPAQUIRA,82209,807,42028,http://plebiscito.registraduria.gov.co/99PL/DPL15340ZZZZZZZZZZZZ_L1.htm,CUNDINAMARCA,42955,120,0.5158,0.4841,20348,21680,0,0.93854207057,0.522509700884,0
ZONA BANANERA (SEVILLA),42952,25,3575,http://plebiscito.registraduria.gov.co/99PL/DPL21095ZZZZZZZZZZZZ_L1.htm,MAGDALENA,3622,22,0.3546,0.6453,2307,1268,0,1.81979695431,0.0843266902589,1
